symbol,timestamp,datetime,open,high,low,close,volume
MKR-USD,1760731200,2025-10-17T20:00:00.000Z,1415.07,1415.73,1400.4,1414.75,6.614966
ASM-USD,1760732100,2025-10-17T20:15:00.000Z,0.01393,0.01404,0.01393,0.01404,15265
ZKC-USD,1760732100,2025-10-17T20:15:00.000Z,0.2642,0.2649,0.2618,0.2633,76177.71
USELESS-USD,1760732100,2025-10-17T20:15:00.000Z,0.314,0.3223,0.3126,0.3205,380574.2
TROLL-USD,1760732100,2025-10-17T20:15:00.000Z,0.0874,0.08968,0.08668,0.0892,22539.8
GODS-USD,1760732100,2025-10-17T20:15:00.000Z,0.10967,0.11075,0.10855,0.10995,288172.84
TRAC-USD,1760732100,2025-10-17T20:15:00.000Z,0.6957,0.6957,0.682,0.689,15139.5
MAGIC-USD,1760732100,2025-10-17T20:15:00.000Z,0.1469,0.1473,0.1467,0.1467,29051.2
GST-USD,1760732100,2025-10-17T20:15:00.000Z,0.003622,0.003654,0.003606,0.003646,68209.34
LRDS-USD,1760732100,2025-10-17T20:15:00.000Z,0.088,0.088,0.0874,0.0876,6435.07
MAMO-USD,1760732100,2025-10-17T20:15:00.000Z,0.05338,0.05338,0.05327,0.05327,7061.1
LOKA-USD,1760732100,2025-10-17T20:15:00.000Z,0.1148,0.1171,0.1148,0.1171,8402.12
RECALL-USD,1760732100,2025-10-17T20:15:00.000Z,0.3007,0.3066,0.3006,0.3054,78151.6
CFG-USD,1760732100,2025-10-17T20:15:00.000Z,0.2048,0.2061,0.2043,0.2057,2001.4
TIME-USD,1760732100,2025-10-17T20:15:00.000Z,9.25,9.25,9.17,9.17,8.82
ALICE-USD,1760732100,2025-10-17T20:15:00.000Z,0.393,0.394,0.386,0.386,47668.756
NEON-USD,1760732100,2025-10-17T20:15:00.000Z,0.08379,0.08443,0.08325,0.08423,8731.04
LA-USD,1760732100,2025-10-17T20:15:00.000Z,0.3924,0.3938,0.392,0.393,1758.5
PIRATE-USD,1760732100,2025-10-17T20:15:00.000Z,0.013,0.0132,0.0129,0.0129,154656.9
SNX-USD,1760732100,2025-10-17T20:15:00.000Z,1.424,1.448,1.42,1.445,80386.344
DASH-USD,1760732100,2025-10-17T20:15:00.000Z,42.17,42.61,42.05,42.57,164.295
SPELL-USD,1760732100,2025-10-17T20:15:00.000Z,0.0003534,0.0003546,0.0003534,0.0003543,12311242
BNKR-USD,1760732100,2025-10-17T20:15:00.000Z,0.0003869,0.0003884,0.000383,0.0003867,5635884
KSM-USD,1760732100,2025-10-17T20:15:00.000Z,10.62,10.62,10.58,10.58,344.4828
ZORA-USD,1760732100,2025-10-17T20:15:00.000Z,0.09723,0.10022,0.09712,0.09982,3901545
VARA-USD,1760732100,2025-10-17T20:15:00.000Z,0.00196,0.00196,0.00194,0.00194,547032
PRCL-USD,1760732100,2025-10-17T20:15:00.000Z,0.048,0.0485,0.048,0.0485,46836.6
SEAM-USD,1760732100,2025-10-17T20:15:00.000Z,0.2428,0.2437,0.2418,0.2428,1258.3
MOG-USD,1760732100,2025-10-17T20:15:00.000Z,4.3e-7,4.4e-7,4.3e-7,4.4e-7,106758618
MKR-USD,1760732100,2025-10-17T20:15:00.000Z,1415.89,1420.32,1393.03,1399.99,99.780038
ASM-USD,1760733000,2025-10-17T20:30:00.000Z,0.01401,0.01403,0.01377,0.01377,30058
ZKC-USD,1760733000,2025-10-17T20:30:00.000Z,0.2637,0.2637,0.2591,0.2594,74116.43
GTC-USD,1760733000,2025-10-17T20:30:00.000Z,0.22,0.22,0.21,0.21,1376.3
USELESS-USD,1760733000,2025-10-17T20:30:00.000Z,0.3209,0.3222,0.3159,0.3166,216866.1
TROLL-USD,1760733000,2025-10-17T20:30:00.000Z,0.0896,0.0928,0.08937,0.0928,20127.5
GODS-USD,1760733000,2025-10-17T20:30:00.000Z,0.11084,0.11343,0.10994,0.11155,540989.42
TRAC-USD,1760733000,2025-10-17T20:30:00.000Z,0.691,0.691,0.6849,0.6849,1186.3
OMNI-USD,1760733000,2025-10-17T20:30:00.000Z,2.114,2.114,2.106,2.106,332.31
MAGIC-USD,1760733000,2025-10-17T20:30:00.000Z,0.1467,0.1468,0.1455,0.1455,38490.3
GST-USD,1760733000,2025-10-17T20:30:00.000Z,0.003649,0.003653,0.00361,0.003642,49635.11
HONEY-USD,1760733000,2025-10-17T20:30:00.000Z,0.011,0.0111,0.011,0.011,221192.4
MAMO-USD,1760733000,2025-10-17T20:30:00.000Z,0.05323,0.05353,0.05316,0.05353,27400.2
LOKA-USD,1760733000,2025-10-17T20:30:00.000Z,0.1169,0.1178,0.1153,0.1153,8665.51
RECALL-USD,1760733000,2025-10-17T20:30:00.000Z,0.3046,0.3069,0.3025,0.3049,16085.36
CFG-USD,1760733000,2025-10-17T20:30:00.000Z,0.2078,0.21,0.2069,0.2077,24131.6
ALICE-USD,1760733000,2025-10-17T20:30:00.000Z,0.387,0.389,0.384,0.384,34752.313
NEON-USD,1760733000,2025-10-17T20:30:00.000Z,0.08423,0.08451,0.08341,0.08408,27069.09
LA-USD,1760733000,2025-10-17T20:30:00.000Z,0.3927,0.3952,0.3925,0.3932,4055.7
PIRATE-USD,1760733000,2025-10-17T20:30:00.000Z,0.0129,0.0131,0.0128,0.0129,182482.2
SNX-USD,1760733000,2025-10-17T20:30:00.000Z,1.445,1.456,1.436,1.44,45170.411
DASH-USD,1760733000,2025-10-17T20:30:00.000Z,42.58,43.62,42.5,43.13,1788.43876226
SPELL-USD,1760733000,2025-10-17T20:30:00.000Z,0.0003545,0.0003548,0.0003524,0.0003524,8496058
ABT-USD,1760733000,2025-10-17T20:30:00.000Z,0.4794,0.4801,0.4761,0.4801,1712.7
BNKR-USD,1760733000,2025-10-17T20:30:00.000Z,0.0003859,0.0003899,0.0003859,0.0003885,3170803
ZORA-USD,1760733000,2025-10-17T20:30:00.000Z,0.0998,0.10082,0.09821,0.10034,3130959
VARA-USD,1760733000,2025-10-17T20:30:00.000Z,0.00195,0.00197,0.00194,0.00196,720659
PRCL-USD,1760733000,2025-10-17T20:30:00.000Z,0.0484,0.0486,0.0479,0.0482,129725.7
SEAM-USD,1760733000,2025-10-17T20:30:00.000Z,0.2429,0.2429,0.2423,0.2427,555.6
MOG-USD,1760733000,2025-10-17T20:30:00.000Z,4.3e-7,4.4e-7,4.3e-7,4.3e-7,1817095735
MKR-USD,1760733000,2025-10-17T20:30:00.000Z,1399.86,1400,1399.06,1399.41,42.917322
ASM-USD,1760733900,2025-10-17T20:45:00.000Z,0.01406,0.01408,0.0137,0.01401,91636
ZKC-USD,1760733900,2025-10-17T20:45:00.000Z,0.2595,0.2636,0.2588,0.2605,75590.19
USELESS-USD,1760733900,2025-10-17T20:45:00.000Z,0.3167,0.3199,0.3164,0.3179,190134.7
TROLL-USD,1760733900,2025-10-17T20:45:00.000Z,0.0928,0.09439,0.09123,0.09235,196946
GODS-USD,1760733900,2025-10-17T20:45:00.000Z,0.11157,0.1122,0.10893,0.11029,141740.79
TRAC-USD,1760733900,2025-10-17T20:45:00.000Z,0.6879,0.689,0.6825,0.6865,13062.3
OMNI-USD,1760733900,2025-10-17T20:45:00.000Z,2.108,2.112,2.108,2.112,6.12
MAGIC-USD,1760733900,2025-10-17T20:45:00.000Z,0.1453,0.1453,0.1443,0.1443,40367.34
GST-USD,1760733900,2025-10-17T20:45:00.000Z,0.003644,0.003653,0.00362,0.003653,97794.56
MAMO-USD,1760733900,2025-10-17T20:45:00.000Z,0.05334,0.05335,0.05321,0.05335,8671.2
LOKA-USD,1760733900,2025-10-17T20:45:00.000Z,0.1157,0.1177,0.1152,0.1177,16853.68
RECALL-USD,1760733900,2025-10-17T20:45:00.000Z,0.304,0.3067,0.2969,0.2973,48911.8
CFG-USD,1760733900,2025-10-17T20:45:00.000Z,0.2074,0.208,0.2064,0.208,6361.7
TIME-USD,1760733900,2025-10-17T20:45:00.000Z,9.16,9.16,9.15,9.15,110.654
ALICE-USD,1760733900,2025-10-17T20:45:00.000Z,0.384,0.387,0.384,0.385,2852.748
NEON-USD,1760733900,2025-10-17T20:45:00.000Z,0.08395,0.08395,0.08316,0.08387,20799.79
LA-USD,1760733900,2025-10-17T20:45:00.000Z,0.3945,0.3972,0.3945,0.3972,3846.8
PIRATE-USD,1760733900,2025-10-17T20:45:00.000Z,0.0131,0.0131,0.0129,0.013,50229.6
SNX-USD,1760733900,2025-10-17T20:45:00.000Z,1.441,1.451,1.434,1.435,49645.251
DASH-USD,1760733900,2025-10-17T20:45:00.000Z,43.09,43.82,42.98,43.82,647.305
SPELL-USD,1760733900,2025-10-17T20:45:00.000Z,0.0003539,0.0003541,0.0003534,0.0003534,9223342
ABT-USD,1760733900,2025-10-17T20:45:00.000Z,0.4752,0.4752,0.4752,0.4752,10.1
BNKR-USD,1760733900,2025-10-17T20:45:00.000Z,0.0003895,0.0003895,0.0003893,0.0003895,25917845
KSM-USD,1760733900,2025-10-17T20:45:00.000Z,10.6,10.6,10.6,10.6,6.1182
ZORA-USD,1760733900,2025-10-17T20:45:00.000Z,0.10039,0.10117,0.10013,0.10071,2761261
VARA-USD,1760733900,2025-10-17T20:45:00.000Z,0.00195,0.00199,0.00195,0.00197,1143922
PRCL-USD,1760733900,2025-10-17T20:45:00.000Z,0.0481,0.0481,0.0477,0.0479,37034.1
SEAM-USD,1760733900,2025-10-17T20:45:00.000Z,0.2429,0.2429,0.2425,0.2425,628.4
MOG-USD,1760733900,2025-10-17T20:45:00.000Z,4.3e-7,4.4e-7,4.3e-7,4.4e-7,3044819658
MKR-USD,1760733900,2025-10-17T20:45:00.000Z,1395.22,1400,1392.92,1398.74,3.81905
ASM-USD,1760734800,2025-10-17T21:00:00.000Z,0.01399,0.01399,0.0138,0.0138,22116
ZKC-USD,1760734800,2025-10-17T21:00:00.000Z,0.2606,0.2621,0.2593,0.2614,99661.23
USELESS-USD,1760734800,2025-10-17T21:00:00.000Z,0.3182,0.3275,0.3182,0.3259,331596.6
TROLL-USD,1760734800,2025-10-17T21:00:00.000Z,0.0922,0.0928,0.091,0.0928,84946.8
GODS-USD,1760734800,2025-10-17T21:00:00.000Z,0.11021,0.11091,0.10887,0.11023,182052.71
TRAC-USD,1760734800,2025-10-17T21:00:00.000Z,0.6851,0.6852,0.67,0.6736,35608.8
OMNI-USD,1760734800,2025-10-17T21:00:00.000Z,2.112,2.112,2.112,2.112,29.95
MAGIC-USD,1760734800,2025-10-17T21:00:00.000Z,0.1442,0.1464,0.1442,0.1464,39550.16
GST-USD,1760734800,2025-10-17T21:00:00.000Z,0.003657,0.003657,0.003623,0.003641,421510.43
HONEY-USD,1760734800,2025-10-17T21:00:00.000Z,0.0109,0.0109,0.0109,0.0109,7859.2
LRDS-USD,1760734800,2025-10-17T21:00:00.000Z,0.0878,0.0889,0.0877,0.088,31215.34
MAMO-USD,1760734800,2025-10-17T21:00:00.000Z,0.05339,0.05339,0.05338,0.05338,12770.9
PNG-USD,1760734800,2025-10-17T21:00:00.000Z,0.08414,0.08462,0.08274,0.08285,2209
LOKA-USD,1760734800,2025-10-17T21:00:00.000Z,0.1176,0.118,0.1167,0.118,7826
RECALL-USD,1760734800,2025-10-17T21:00:00.000Z,0.2975,0.3072,0.2975,0.3025,93826.54
CFG-USD,1760734800,2025-10-17T21:00:00.000Z,0.2072,0.2113,0.2065,0.2087,31911.8
ALICE-USD,1760734800,2025-10-17T21:00:00.000Z,0.385,0.386,0.383,0.383,23653.776
NEON-USD,1760734800,2025-10-17T21:00:00.000Z,0.08386,0.08419,0.08386,0.08419,779.01
LA-USD,1760734800,2025-10-17T21:00:00.000Z,0.3969,0.3972,0.3947,0.3957,7027.8
PIRATE-USD,1760734800,2025-10-17T21:00:00.000Z,0.013,0.013,0.0127,0.013,227005.9
SNX-USD,1760734800,2025-10-17T21:00:00.000Z,1.434,1.449,1.432,1.446,14460.347
DASH-USD,1760734800,2025-10-17T21:00:00.000Z,43.76,44.79,43.38,44.75,1056.593
SPELL-USD,1760734800,2025-10-17T21:00:00.000Z,0.000354,0.0003544,0.0003524,0.0003537,4786649
ABT-USD,1760734800,2025-10-17T21:00:00.000Z,0.4758,0.4817,0.4757,0.4817,5363.2
BNKR-USD,1760734800,2025-10-17T21:00:00.000Z,0.0003885,0.0003922,0.0003863,0.0003913,18335662
KSM-USD,1760734800,2025-10-17T21:00:00.000Z,10.59,10.69,10.59,10.66,96.504
ZORA-USD,1760734800,2025-10-17T21:00:00.000Z,0.1007,0.10123,0.09966,0.10013,3228364
VARA-USD,1760734800,2025-10-17T21:00:00.000Z,0.00197,0.00198,0.00195,0.00196,1675516
PRCL-USD,1760734800,2025-10-17T21:00:00.000Z,0.0479,0.0482,0.0468,0.0478,1535207.4
SEAM-USD,1760734800,2025-10-17T21:00:00.000Z,0.2425,0.2437,0.2419,0.2424,318.6
MOG-USD,1760734800,2025-10-17T21:00:00.000Z,4.4e-7,4.5e-7,4.4e-7,4.4e-7,41063132996
MKR-USD,1760734800,2025-10-17T21:00:00.000Z,1398.74,1400,1397.64,1398.09,38.301928
ZKC-USD,1760735700,2025-10-17T21:15:00.000Z,0.2616,0.2626,0.2605,0.2619,161301.66
USELESS-USD,1760735700,2025-10-17T21:15:00.000Z,0.3254,0.3258,0.3212,0.3258,89333.1
TROLL-USD,1760735700,2025-10-17T21:15:00.000Z,0.0923,0.0923,0.0905,0.091,58703.9
GODS-USD,1760735700,2025-10-17T21:15:00.000Z,0.11025,0.11039,0.10705,0.10765,203825.68
TRAC-USD,1760735700,2025-10-17T21:15:00.000Z,0.6744,0.71,0.672,0.691,101161
MAGIC-USD,1760735700,2025-10-17T21:15:00.000Z,0.1458,0.1458,0.1452,0.1457,3841.07
GST-USD,1760735700,2025-10-17T21:15:00.000Z,0.003642,0.003655,0.003634,0.003653,243985.92
LRDS-USD,1760735700,2025-10-17T21:15:00.000Z,0.0882,0.0882,0.0878,0.0878,941
PNG-USD,1760735700,2025-10-17T21:15:00.000Z,0.08273,0.08273,0.08178,0.08178,283
RECALL-USD,1760735700,2025-10-17T21:15:00.000Z,0.3022,0.3062,0.3009,0.306,47137.03
CFG-USD,1760735700,2025-10-17T21:15:00.000Z,0.2087,0.2087,0.2087,0.2087,71.6
TIME-USD,1760735700,2025-10-17T21:15:00.000Z,9.14,9.14,9.14,9.14,11.22
ALICE-USD,1760735700,2025-10-17T21:15:00.000Z,0.382,0.383,0.38,0.383,11004.169
NEON-USD,1760735700,2025-10-17T21:15:00.000Z,0.084,0.08459,0.08359,0.08403,7904.83
LA-USD,1760735700,2025-10-17T21:15:00.000Z,0.3963,0.3963,0.3931,0.3937,3306.3
PIRATE-USD,1760735700,2025-10-17T21:15:00.000Z,0.0129,0.0132,0.0129,0.0132,706552.9
SNX-USD,1760735700,2025-10-17T21:15:00.000Z,1.447,1.45,1.438,1.444,9398.738
DASH-USD,1760735700,2025-10-17T21:15:00.000Z,44.65,45.34,44.48,45.34,746.39503294
ABT-USD,1760735700,2025-10-17T21:15:00.000Z,0.4806,0.4807,0.4806,0.4807,1212.2
BNKR-USD,1760735700,2025-10-17T21:15:00.000Z,0.0003913,0.0003931,0.0003889,0.0003931,703313
KSM-USD,1760735700,2025-10-17T21:15:00.000Z,10.66,10.66,10.66,10.66,23.2013
ZORA-USD,1760735700,2025-10-17T21:15:00.000Z,0.10016,0.10092,0.09984,0.1005,1243615
VARA-USD,1760735700,2025-10-17T21:15:00.000Z,0.00196,0.00201,0.00196,0.002,2544826
PRCL-USD,1760735700,2025-10-17T21:15:00.000Z,0.0478,0.0478,0.0477,0.0477,139474.3
SEAM-USD,1760735700,2025-10-17T21:15:00.000Z,0.242,0.2427,0.2416,0.2426,211
MOG-USD,1760735700,2025-10-17T21:15:00.000Z,4.4e-7,4.4e-7,4.4e-7,4.4e-7,5676061538
MKR-USD,1760735700,2025-10-17T21:15:00.000Z,1400,1400,1397.02,1399.87,9.371931
